,anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
12276,34286,KiyaKiya,UNKNOWN,UNKNOWN,5.73,Avant Garde,"The term ""KiyaKiya"" comes from the old Japanese expression ""mune ga kiyakiya suru."" I first encountered it in Shibusawa Tatsuhiko's book Introductory Essays on Girls, in the chapter about ""childhood experiences."" The expression, which describes “an enigmatic, nostalgic, disturbing feeling,” or an impression of “deja-vu”, is at the origin of my ""KiyaKiya"" series.

In our everyday routine, there are moments when suddenly we feel like something is different; this unexpected change, like in my memory, feels like it has a kind of reality. This impression is at the core of “KiyaKiya” and the related painting and drawing series.

(Source: Official website)",Movie,1.0,Jan 2011,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,6 min,G - All Ages,9960.0,17011,1,108.0,318,https://cdn.myanimelist.net/images/anime/10/82516.jpg
12281,34299,Digimon Adventure tri. 4: Soushitsu,Digimon Adventure tri. Loss,デジモンアドベンチャーtri.（トライ）第４章「喪失」,7.28,"Action, Adventure, Comedy, Drama","The Chosen Children have been reunited with their Digimon partners, who no longer remember them due to the effects of a digital reset. While everyone tries to reconnect with their digital monsters, Sora Takenouchi encounters resistance from Piyomon, who stubbornly refuses to speak to her. Suddenly, an attack by a hostile Digimon separates the group, scattering them and their Digimon across the Digital World.

Back in the human world, Daigo Nishijima of the Incorporated Administrative Agency receives a warning that a new entity is in pursuit of ""Libra,"" which he believes to be an alias for Meicoomon. For some reason, Meicoomon retains all of her memories and therefore still recalls her partner Meiko Mochizuki, who has come alone to the Digital World to find her. If they hope to identify what other forces have been driving the incidents thus far, the Chosen Children must survive the obstacles of the recreated Digital World and make their way back home.",Movie,1.0,"Feb 25, 2017",UNKNOWN,Finished Airing,Sonilude,Shout! Factory,Toei Animation,Original,1 hr 22 min,PG-13 - Teens 13 or older,2612.0,2727,36,30880.0,56550,https://cdn.myanimelist.net/images/anime/10/82613.jpg
12283,34302,Precure Dream Stars! Movie,UNKNOWN,映画プリキュアドリームスターズ!,6.96,"Action, Comedy, Fantasy",No description available for this anime.,Movie,1.0,"Mar 18, 2017",UNKNOWN,Finished Airing,Kinoshita Group Holdings,UNKNOWN,Toei Animation,Original,1 hr 11 min,G - All Ages,4154.0,8951,11,1274.0,3579,https://cdn.myanimelist.net/images/anime/4/86596.jpg
12284,34304,PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,UNKNOWN,劇場版プリパラ み~んなでかがやけ! キラリン☆スターライブ!,7.03,Slice of Life,"The anime will take place not in space (uchuu), but in ""Puchuu,"" and will feature the first ""Puchuu tour"" in PriPara history. The PriPara idols will tour the solar system and will discover new wonders. Various trials await the idols, and things aren't straight forward. Will the idols be able to make it back to Earth safely?

(Source: ANN)",Movie,1.0,"Mar 4, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Tatsunoko Production,Game,1 hr 5 min,PG - Children,3849.0,10877,3,567.0,1874,https://cdn.myanimelist.net/images/anime/1278/98770.jpg
12287,34310,Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,UNKNOWN,映画たまごっち　ヒミツのおとどけ大作戦!,UNKNOWN,UNKNOWN,First movie in 9 years for Tamagotchi. To premiere alongside with Kami-sama Minarai: Himitsu no Cocotama Movie.,Movie,1.0,"Apr 28, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,OLM,Unknown,10 min,G - All Ages,12793.0,14932,0,UNKNOWN,500,https://cdn.myanimelist.net/images/anime/5/82642.jpg
12291,34315,Shimajirou no Wow! Movie 5: Shimajirou to Niji no Oasis,UNKNOWN,劇場版しまじろうのわお! しまじろうと にじのオアシス,UNKNOWN,UNKNOWN,No description available for this anime.,Movie,1.0,"Mar 10, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,The Answer Studio,Original,1 hr,G - All Ages,19701.0,17326,0,UNKNOWN,292,https://cdn.myanimelist.net/images/anime/6/82636.jpg
12302,34340,Hikoichi Tonchi Banashi,Hikoichi's Wits,彦一とんちばなし,UNKNOWN,UNKNOWN,"Hikoichi and Osato, who are selling the many watermelons they harvested, in front of the castle, happen to meet a chief counselor named Chuemon. Chuemon was at his wits end because a messenger from a neighboring country had come to him with an unreasonable demand and he was looking for someone wise and intelligent to help him. Hikoichi agrees to help him, on the condition that Chuemon buys all of the watermelons if Hikoichi can win a battle of wits. Hikoichi makes seemingly impossible problems possible using his wits and unconventional methods. This drama rhythmically progresses with wisdom and courage.

(Source: Sukugawa International Short Film Festival)",Movie,1.0,1970,UNKNOWN,Finished Airing,Gakken,UNKNOWN,UNKNOWN,Other,17 min,G - All Ages,16442.0,18911,0,UNKNOWN,196,https://cdn.myanimelist.net/images/anime/13/82696.jpg
12303,34342,Maki to Kanta to Jiijii to.,"Firewood, Kanta and Granpa",薪とカンタとじいじいと。,UNKNOWN,Drama,"A puppet animation set in a mountain village in Japan. 

Outside a village in deep snow, there lived a boy named Kanta and his grandpa. One day, the grandpa gets sick and plenty of firewood they had at home is running out.

Without firewood, the grandpa may freeze to death. Kanta makes up his mind to go get some firewood by himself from the woodshed. In spite of his willingness, little boy Kanta fears the woodshed; it seems very spooky at midnight and far away. Kanta gathers all his courage and steps forward. 
In the end, Kanta makes a very small and yet precious finding.　

(Source: Official Site)",Movie,1.0,2012,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,16 min,G - All Ages,17847.0,20022,0,UNKNOWN,132,https://cdn.myanimelist.net/images/anime/6/82697.jpg
12322,34374,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,UNKNOWN,結城友奈は勇者である -鷲尾須美の章- 第１章「ともだち」,7.53,"Drama, Fantasy, Slice of Life",No description available for this anime.,Movie,1.0,"Mar 18, 2017",UNKNOWN,Finished Airing,"Mainichi Broadcasting System, Pony Canyon, DAX Production",UNKNOWN,Studio Gokumi,Light novel,48 min,PG-13 - Teens 13 or older,1636.0,5182,11,5270.0,14555,https://cdn.myanimelist.net/images/anime/5/86481.jpg
12323,34375,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,UNKNOWN,結城友奈は勇者である -鷲尾須美の章- 第２章「たましい」,7.79,"Drama, Fantasy, Slice of Life",The second movie in the Washio Sumi no Shou trilogy.,Movie,1.0,"Apr 15, 2017",UNKNOWN,Finished Airing,Pony Canyon,UNKNOWN,Studio Gokumi,Light novel,47 min,PG-13 - Teens 13 or older,935.0,5260,23,5185.0,14030,https://cdn.myanimelist.net/images/anime/9/86480.jpg
12324,34376,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,UNKNOWN,結城友奈は勇者である -鷲尾須美の章- 第３章「やくそく」,7.99,"Drama, Fantasy, Slice of Life",The third and final movie in the Washio Sumi no Shou trilogy.,Movie,1.0,"Jul 8, 2017",UNKNOWN,Finished Airing,Pony Canyon,UNKNOWN,Studio Gokumi,Light novel,48 min,PG-13 - Teens 13 or older,602.0,5223,41,5159.0,14249,https://cdn.myanimelist.net/images/anime/7/86984.jpg
12332,34394,Yuuki Yuuna wa Yuushabu Shozoku,UNKNOWN,結城友奈は勇者部所属,6.42,"Comedy, Fantasy, Slice of Life","The story takes place in the era of the gods, year 300. Yuuna Yuuki lives an ordinary life as a second year middle school student, but she's also a member of the ""Hero Club,"" where club activities involve dealing with a mysterious being called ""Vertex.""

(Source: ANN)",Movie,1.0,"Mar 18, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,W-Toon Studio,Manga,7 min,PG-13 - Teens 13 or older,6797.0,8061,5,1416.0,4939,https://cdn.myanimelist.net/images/anime/8/87136.jpg
12342,34416,The Snack World: Hitogirai no Renny,Snack World: Lenny the Misanthrope,The SNACK WORLD 人嫌いのレニー,UNKNOWN,"Adventure, Comedy, Fantasy",The Snack World follows a ragtag group of friends who embark on an adventure together. They live in a land similar to traditional fantasy settings but with certain modern twists like cell phones and convenience stores.,Movie,1.0,"Dec 17, 2016",UNKNOWN,Finished Airing,Level-5,UNKNOWN,"OLM, OLM Digital",Mixed media,10 min,G - All Ages,12922.0,16668,0,UNKNOWN,342,https://cdn.myanimelist.net/images/anime/1074/107815.jpg
12343,34417,SAIGO,UNKNOWN,SAIGO,UNKNOWN,Avant Garde,"Light animation by TOCHKA.

Takamori Saigo was born in Kagoshima in 1828 and has been dubbed the last true samurai who is still loved by the people of Kagoshima. Saigo committed harakiri in the Battle of Shiroyama in 1877. Nobody knows what he actually looked like since he only appears in an etching and drawings. No photos of him at all. 

The directors visited Saigo's descendants to ask for his facial features and characteristics for this film. Now Saigo has come back to life in animation, and he wanders around in towns and Sakurajima, an active composite volcano in Kagoshima. This is an experimental animation done by using penlights.

(Source: The Guanajuato International Film Festival)",Movie,1.0,2015,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,2 min,G - All Ages,19317.0,19155,0,UNKNOWN,182,https://cdn.myanimelist.net/images/anime/4/82922.jpg
12346,34422,Two Tea Two,Two Tea Two,TWO TEA TWO,4.63,Avant Garde,"The woman does the decision to coexist with the past.
Returning to one person was not an answer. It is a new image.

(Source: Official You Tube channel)",Movie,1.0,2010,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Decovocal,Original,3 min,R+ - Mild Nudity,12382.0,16126,0,175.0,382,https://cdn.myanimelist.net/images/anime/10/82935.jpg
12352,34428,Overlord Movie 2: Shikkoku no Eiyuu,Overlord: The Dark Hero,【後編】劇場版総集編 オーバーロード 漆黒の英雄,7.66,"Action, Fantasy, Supernatural",Second Overlord recap film.,Movie,1.0,"Mar 11, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Madhouse,Light novel,1 hr 33 min,R - 17+ (violence & profanity),1230.0,2304,139,25460.0,75863,https://cdn.myanimelist.net/images/anime/5/87758.jpg
12353,34430,Detective Conan Movie 21: The Crimson Love Letter,UNKNOWN,劇場版『名探偵コナン から紅の恋歌』,7.67,"Action, Drama, Mystery, Romance","A bombing case at Nichiuri TV in autumn. The Satsuki Cup, which crowns the winner of Japan's Hyakunin Isshu, is currently being filmed inside the facility. The incident results in a big commotion and, while the building is burning to ashes, the only people left inside are Heiji and Kazuha. They get rescued just in time by Conan, who rushes to the scene. Both the identity and purposes of the bomber are unknown.

While confusion takes over due to the explosion, Conan meets a mysterious beautiful girl who claims she is ""Heiji's fiancée"". Her name is Momiji Ooka and she is the Kyoto High School champion of the Karuta game. As fate would have it, Kazuha is going to face Momiji in the Hyakunin Isshu, so she begins to train with the help of Heiji's mother, Shizuka, who is a skilled Karuta player.

At the same time, in a Japanese house in Arashiyama, Kyoto's outskirts, the reigning Satsuki Cup champion is murdered. Pictures of the crime scene reveal Momji's presence. Additionally, several Karuta cards were spread around the victim.

Conan and Heiji, along with the Osaka and Kyoto police departments, begin their investigation on the Satsuki Cup and the related murder case. As the inquiry goes on, they come across a secret connected with the Hyakunin Isshu. 

(Source: Detective Conan Wiki)",Movie,1.0,"Apr 15, 2017",UNKNOWN,Finished Airing,UNKNOWN,Discotek Media,TMS Entertainment,Manga,1 hr 51 min,PG-13 - Teens 13 or older,1203.0,3825,38,15999.0,29749,https://cdn.myanimelist.net/images/anime/2/83919.jpg
12355,34436,Age of Obscure: Boubaku Jidai,UNKNOWN,AGE OF OBSCURE 茫漠時代,5.26,Avant Garde,Short film by Mirai Mizue and Onohana with music by Twoth.,Movie,1.0,2016,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,11456.0,15355,0,162.0,451,https://cdn.myanimelist.net/images/anime/1526/90848.jpg
12356,34437,Code Geass: Fukkatsu no Lelouch,Code Geass: Lelouch of the Re;surrection,コードギアス 復活のルルーシュ,7.91,"Action, Drama, Sci-Fi","Since the demise of the man believed to be Britannia's most wicked emperor one year ago, the world has enjoyed an unprecedented peace under the guidance of the United Federation of Nations. However, this fragile calm is shattered when armed militants successfully kidnap former princess Nunnally vi Britannia and Suzaku Kururugi, the chief advisor of the Black Knights, sparking an international crisis.

The powerful and untrustworthy Kingdom of Zilkhstan is accused of orchestrating their capture. To investigate, world authorities send Kallen Stadtfeld and her associates on a covert operation into the country. There, they encounter the immortal witch C.C., who is on a mission to complete the resurrection of the man responsible for the greatest revolution in history—a legend who will rise up, take command, and save the world from peril once again.",Movie,1.0,"Feb 9, 2019",UNKNOWN,Finished Airing,Showgate,Funimation,Sunrise,Original,1 hr 52 min,R - 17+ (violence & profanity),708.0,738,1980,133697.0,300974,https://cdn.myanimelist.net/images/anime/1274/113436.jpg
12357,34438,Code Geass: Hangyaku no Lelouch I - Koudou,Code Geass: Lelouch of the Rebellion I - Initiation,コードギアス 反逆のルルーシュⅠ 興道,7.89,"Action, Sci-Fi","The Holy Britannian Empire is a powerful nation that uses its military strength to expand its rule, and the small island nation of Japan is yet another victim. During a worldwide conflict in 2010 known as the Second Pacific War, the once-proud country was reduced to rubble and mockingly renamed to Area 11. 

However, one student plans to free Japan from Britannia's control through an extraordinary rebellion. His name is Lelouch Lamperouge, and he is fueled with hatred for the Empire, plotting to wipe its accursed name off the face of the planet. Lelouch's malicious plans are unexpectedly accelerated upon meeting the mysterious woman C.C., who grants him a supernatural ability known as Geass that makes anyone Lelouch commands unable to defy his will. 

Now armed with a devastating power, Lelouch assumes the persona of Zero, a revolutionary figure who carries the hopes and dreams of the oppressed around the world. He vows to restore the glorious nation of Japan and deliver divine retribution to Britannia.",Movie,1.0,"Oct 21, 2017",UNKNOWN,Finished Airing,UNKNOWN,Funimation,Sunrise,Original,2 hr 15 min,R+ - Mild Nudity,742.0,1984,187,36557.0,96419,https://cdn.myanimelist.net/images/anime/6/87709.jpg
12358,34439,Code Geass: Hangyaku no Lelouch II - Handou,Code Geass: Lelouch of the Rebellion II - Transgression,コードギアス 反逆のルルーシュⅡ 叛道,7.65,"Action, Sci-Fi","Having achieved miraculous victories in a series of battles against the Britannian Army, Lelouch Lamperouge has brought the Black Knights, his paramilitary organization, to a more powerful state than ever before. Nothing seems impossible for him when he utilizes his military strength, intellect, and Geass power of absolute obedience. 

However, obstacles in the face of the uprising never cease, putting Lelouch in a difficult predicament. Most worryingly, Suzaku Kururugi's combat prowess and the appearance of a mysterious child named V.V. threaten to put an end to Lelouch's great rebellion.",Movie,1.0,"Feb 10, 2018",UNKNOWN,Finished Airing,UNKNOWN,Funimation,Sunrise,Original,2 hr 12 min,R - 17+ (violence & profanity),1251.0,2400,107,26490.0,70716,https://cdn.myanimelist.net/images/anime/13/89275.jpg
12359,34440,Code Geass: Hangyaku no Lelouch III - Oudou,Code Geass: Lelouch of the Rebellion III - Glorification,コードギアス 反逆のルルーシュⅢ 皇道,7.98,"Action, Sci-Fi","Lelouch Lamperouge's dreams of destroying the Holy Britannian Empire are slowly crumbling. His sister, Nunnally, has been kidnapped by Schneizel el Britannia, and Suzaku Kururugi is ignoring his desperate pleas for assistance. The Black Knights are slowly losing faith in Lelouch as their leader, and the United Federation of Nations has declared global war on Britannia.

Having suffered numerous betrayals, a significant loss of power, and an ever-growing resentment towards Emperor Charles zi Britannia, the crippled Lelouch makes a final decision: if he can't destroy the Empire from the outside, he will take it for himself from within.",Movie,1.0,"May 26, 2018",UNKNOWN,Finished Airing,UNKNOWN,Funimation,Sunrise,Original,2 hr 20 min,R - 17+ (violence & profanity),606.0,2094,147,32931.0,88887,https://cdn.myanimelist.net/images/anime/1126/91344.jpg
12370,34458,Ousama to Nightingale,UNKNOWN,王様とナイチンゲール,UNKNOWN,Fantasy,A stop-motion adaptation of Hans Christian Anderson's The Nightingale.,Movie,1.0,1972,UNKNOWN,Finished Airing,Gakken,UNKNOWN,UNKNOWN,Book,22 min,G - All Ages,18773.0,18593,0,UNKNOWN,215,https://cdn.myanimelist.net/images/anime/5/83055.jpg
12374,34471,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,Yo-kai Watch Shadowside: The Return of the Oni King,映画　妖怪ウォッチ　シャドウサイド　鬼王の復活,6.78,Supernatural,"Taking place 30 years after the events of the original Youkai Watch TV series. There was once a 11 year old boy named Keita Amano who held a wristwatch that could command Youkai, he would make friends with the Youkai and fulfill a great many deeds. But when the boy grew up, he lost his ability to see Youkai. And as for the wristwatch that could control Youkai, its existence threatened to disturb the balance between human and Youkai worlds, so it was cast away into oblivion beyond time and space. Soon ... the story of the Youkai controlling wristwatch became but a legend. But then, something took place after many, many years had passed ... an epidemic Youkai virus known as Onimaro started affecting people with malevolent intentions and is spreading indefinitely, turning them into Kaodeka Oni and causing chaos throughout the city. With the end near, only the ones chosen by a new Youkai Watch can stand up against the upcoming threat and would save both Youkai and humans from certain destruction.

(Source: Wiki)",Movie,1.0,"Dec 16, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,OLM,Game,1 hr 34 min,G - All Ages,4960.0,10559,7,712.0,2073,https://cdn.myanimelist.net/images/anime/1390/96302.jpg
12389,34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",Fireworks,打ち上げ花火、下から見るか？横から見るか？,6.09,"Romance, Sci-Fi","It's summer, and Norimichi Shimada and his friends want to know if fireworks look round or flat from the side. They forge a plan to find the answer at Moshimo Festival's fireworks display. However, Norimichi finds himself conflicted when his classmate, Nazuna Oikawa, plans to run away from home and wants Norimichi to join her. When things go awry in their attempt to escape, a strange orb in Nazuna's possession gives them another chance at staying together.",Movie,1.0,"Aug 18, 2017",UNKNOWN,Finished Airing,"Aniplex, Toho, Lawson HMV Entertainment, Toy's Factory, JR East Marketing & Communications, Kadokawa, LINE Corporation, Toho Music","NYAV Post, GKIDS",Shaft,Other,1 hr 30 min,PG-13 - Teens 13 or older,8437.0,1099,504,104035.0,204021,https://cdn.myanimelist.net/images/anime/10/86521.jpg
12394,34504,Seitokai Yakuindomo Movie,UNKNOWN,劇場版 生徒会役員共,7.83,Comedy,"Ousai Academy was originally an all-girls high school. Due to the declining birth rates in recent years, it was converted into a co-ed school. The first year male students would find themselves surrounded by girls and unfortunately, Tsuda Takatoshi is one of them. What's worse, he gets scolded on his first day by the student council president Shino Amakusa, which did not give a good first impression of him. Tsuda also meets the other student council members while getting scolded, and in the end, he gets late for class. As an apology for ruining his morning, Shino lets him join the student council for various of ""reasons"" and he accepts it, or rather, he's forced to accept. Thus begins his days as Tsuda soon realizes that he's the only normal student in Ousai Academy...",Movie,1.0,"Jul 21, 2017",UNKNOWN,Finished Airing,"KlockWorx, Glovision, King Records",Sentai Filmworks,GoHands,4-koma manga,1 hr,R - 17+ (violence & profanity),866.0,2697,73,23754.0,57795,https://cdn.myanimelist.net/images/anime/1655/114726.jpg
12403,34527,Gou-chan.: Moko to Chinjuu no Mori no Nakama-tachi,UNKNOWN,ゴーちゃん。〜モコとちんじゅうの森の仲間たち〜,UNKNOWN,Adventure,"Gou-chan arrives on earth in search of the heart plasma that will restore peace to his home planet EX Panda. He meets a human girl named Moko, who lives on a farm with her grandfather, and several strange animals called Chinjuumin. They pass their days enjoyably, but trouble begins when humans invade the forest home of the Chinjuumin looking to capture them. Meanwhile, Moko's family life gets complicated when her grandmother arrives from the city.

(Source: ANN)",Movie,1.0,"Jan 29, 2017",UNKNOWN,Finished Airing,TV Asahi,UNKNOWN,Shin-Ei Animation,Original,53 min,G - All Ages,16137.0,15548,0,UNKNOWN,434,https://cdn.myanimelist.net/images/anime/1477/134111.jpg
12404,34528,Mukashi Mukashi Momotarou,UNKNOWN,むかしむかしももたろう,UNKNOWN,Fantasy,A stop-motion film about the classic Japanese tale of Momotarou.,Movie,1.0,1972,UNKNOWN,Finished Airing,Gakken,UNKNOWN,UNKNOWN,Other,17 min,G - All Ages,18323.0,18161,0,UNKNOWN,240,https://cdn.myanimelist.net/images/anime/6/83255.jpg
12411,34535,Koisuru Shirokuma,Koi Suru Shirokuma,恋するシロクマ,6.58,"Boys Love, Comedy","A polar bear falls in love with an earless seal, and he wants nothing else except to protect him, even though the seal constantly thinks the bear will eat him.

(Source: ANN)",Movie,21.0,"Mar 4, 2017 to 2020",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Gathering,Manga,39 sec per ep,G - All Ages,5904.0,6879,20,1352.0,7256,https://cdn.myanimelist.net/images/anime/2/84270.jpg
12412,34537,Yoru wa Mijikashi Arukeyo Otome,"The Night is Short, Walk on Girl",夜は短し歩けよ乙女,8.19,"Comedy, Romance","On a mysterious night that seems to last for a year, an ordinary college student continues to chase one of his underclassmen, a girl with black hair—the girl of his dreams. Up until now, he has been relying on a simple plan, which is to calculatingly bump into her every day while making it seem like a meaningful coincidence. However, his efforts remain futile as their relationship is not progressing at all.

Meanwhile, the black-haired girl believes that everything is connected by fate and endeavors to experience as many new things as possible, leaving it all for destiny to decide. While strolling along the lively streets of Kyoto, she discovers that the very beginning of her fateful journey—a book she had as a child—is currently being sold in a second-hand bookstore. Upon knowing this, the college student eyes another opportunity to run into her ""by chance"": this time, he hopes to get the book before she does and finally grasp the thread of fate that could connect their hearts.",Movie,1.0,"Apr 7, 2017",UNKNOWN,Finished Airing,"Fuji TV, Toho, BS Fuji, Kadokawa",GKIDS,Science SARU,Novel,1 hr 32 min,R+ - Mild Nudity,369.0,1716,1617,48244.0,118810,https://cdn.myanimelist.net/images/anime/2/86940.jpg
12415,34540,Pokemon Movie 20: Kimi ni Kimeta!,Pokémon the Movie: I Choose You!,劇場版ポケットモンスター キミにきめた！,7.11,"Action, Adventure, Comedy","The film's plot tells the story of how Satoshi and Pikachu came to know each other. Pikachu was not cooperative toward Satoshi, but Satoshi only wanted to be friends with Pikachu. On the day they set out from Masara Town, both of them saw a Houou flying and made a vow to someday go and meet it.

(Source: ANN, edited)",Movie,1.0,"Jul 15, 2017",UNKNOWN,Finished Airing,"TV Tokyo, Toho, Shogakukan, JR East Marketing & Communications",The Pokemon Company International,OLM,Game,1 hr 38 min,PG - Children,3497.0,2749,59,35403.0,55735,https://cdn.myanimelist.net/images/anime/1402/122043.jpg
12416,34541,Mary to Majo no Hana,Mary and the Witch's Flower,メアリと魔女の花,7.26,"Adventure, Fantasy","Mary Smith is a clumsy girl with wild red hair who can't seem to do anything right. After moving in with her Great Aunt Charlotte, Mary finds herself lonely and bored, until one day she spies a cat which seems to keep changing color every time she sees it. Curiosity gets the better of her and she follows it into nearby woods. Deep in the forest, the cat takes her to a clearing with dead trees and brown grass, where the only sign of life is a cluster of mysterious blue flowers that Mary has never seen before. The gardener of the estate later tells her that the rare species is called ""Fly-by-Night,"" and is said to be sought by witches for its incredible magical power.

When the strange cat returns to her one night, Mary is led once again into the woods, but this time to an old broomstick hidden by a gnarled tree. After she clumsily squashes some Fly-by-Night against the broomstick, it begins to glow, whisking her off into the sky. Her wayward journey ends at the Endor College for Witches, where she is mistaken for a new student. And so, Mary must learn to look after herself in this marvelous new world of magic, where things are not always as they seem.",Movie,1.0,"Jul 8, 2017",UNKNOWN,Finished Airing,"Khara, Dentsu, Yomiuri Telecasting, Toho, Nippon Television Network, Amuse, Hakuhodo DY Media Partners, Lawson, Kadokawa, Sapporo Television Broadcasting, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting, Hiroshima Television, Fukuoka Broadcasting System, LINE Corporation, Walt Disney Japan, KEN ON, D.N. Dream Partners, Yomiuri Shimbun",GKIDS,Studio Ponoc,Book,1 hr 42 min,G - All Ages,2734.0,2023,165,50011.0,92960,https://cdn.myanimelist.net/images/anime/1828/90335.jpg
12419,34544,Koutetsujou no Kabaneri Movie 3: Unato Kessen,Kabaneri of the Iron Fortress: The Battle of Unato,甲鉄城のカバネリ～海門決戦～,7.69,"Action, Drama, Fantasy, Horror","Half a year has passed. Arriving in the Iron Fortress, Ikoma and Mumei set foot in Unato: another ravaged zone that fell into the grip of the deadly Kabane.

In this war-torn zone, the group fends off more dangerous Kabane that are attacking with patterns they had never seen before. The Iron Fortress crew eventually meet up with a survival group which requests their aid in reclaiming the zone. The newly forged alliance ventures deeper into the area of the castle and investigates the peculiar case of these new Kabane. But their search for answers unearths truths that are far more horrifying than they imagined. Forced to confront the reality behind the Kabane, Ikoma, Mumei, and their allies come to realize the despair buried within Unato.",Movie,1.0,"May 10, 2019",UNKNOWN,Finished Airing,"Aniplex, Dentsu, Fuji TV, Kansai Telecasting",UNKNOWN,Wit Studio,Original,1 hr 22 min,R - 17+ (violence & profanity),1162.0,1651,245,60461.0,124653,https://cdn.myanimelist.net/images/anime/1749/99713.jpg
12433,34592,Fushigi Naido,UNKNOWN,ふしぎないど,UNKNOWN,Fantasy,A stop-motion animation about sisters doing chores. One of them falls into a well and gets transported to a wonderland trying to retrieve a pail. There she helps the various creatures in wonderland and receives rewards. Upon returning home the other sister is jealous and tries the same but is rude and helps no one out of her selfishness.,Movie,1.0,1973,UNKNOWN,Finished Airing,Gakken,UNKNOWN,UNKNOWN,Book,18 min,G - All Ages,15951.0,18531,0,UNKNOWN,219,https://cdn.myanimelist.net/images/anime/9/83433.jpg
12434,34595,"""Parade"" de Satie","""Parade"" de Satie",サティの「パラード」,5.22,Avant Garde,"A Parade for three managers and four performers. 

(Source: Yamamura Animation)",Movie,1.0,May 2016,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,"Yamamura Animation, Inc.",Original,14 min,G - All Ages,11539.0,12229,1,557.0,1141,https://cdn.myanimelist.net/images/anime/1714/102585.jpg
12454,34630,MiniGARO Manner Movie,UNKNOWN,miniGAROマナームービー,UNKNOWN,Comedy,"Manner movies released alongside the Garo Gaiden: Tougen no Fue and Zero: Black Blood films, respectively, explaining proper theater etiquette.",Movie,2.0,"Jul 20, 2013 to Mar 8, 2014",UNKNOWN,Finished Airing,Tohokushinsha Film Corporation,UNKNOWN,UNKNOWN,Original,2 min per ep,G - All Ages,18149.0,17061,0,UNKNOWN,314,https://cdn.myanimelist.net/images/anime/11/83548.jpg
12456,34632,Such a Good Place to Die,Such a Good Place to Die,such a good place to die,5.53,Avant Garde,A short film by Onohana.,Movie,1.0,"Mar 29, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,10683.0,14407,0,220.0,580,https://cdn.myanimelist.net/images/anime/9/83552.jpg
12458,34634,Sakana no Iu Koto wo Kiku,Do as the Fish Tells You,魚のいうことを聞く,5.41,"Avant Garde, Drama",A work completed by Onohana during her enrollment at the Tokyo University of the Arts. A young boy is compelled to release his pet fish into the sea.,Movie,1.0,2013,UNKNOWN,Finished Airing,Geidai Animation,UNKNOWN,UNKNOWN,Original,5 min,PG-13 - Teens 13 or older,11047.0,15163,0,232.0,473,https://cdn.myanimelist.net/images/anime/9/83554.jpg
12466,34649,Soukyuu no Fafner: Dead Aggressor - The Beyond,UNKNOWN,蒼穹のファフナー Dead Aggressor THE BEYOND,7.24,"Action, Drama, Sci-Fi",No description available for this anime.,Movie,3.0,"May 17, 2019",UNKNOWN,Finished Airing,King Records,UNKNOWN,"Production I.G, Xebec, I.Gzwei",Original,28 min per ep,PG-13 - Teens 13 or older,2825.0,6919,12,1041.0,7182,https://cdn.myanimelist.net/images/anime/1512/94632.jpg
